LY,ND,TM,DYZZ,TXZZ,QBZZ,CBS,NFJM,FBSJ
省山区创业奖,2018,河北核桃ISSR 反应体系的建立,雷玲,张志华,雷玲；王红霞；高仪；张志华,河北果树,2016年2期5-7页,
省山区创业奖,2018,Playing Walnuts,张志华,,张志华；高仪；王红霞； 何富强 ；雷玲；关蕊,ACTA HORTICULTURAE Number 861，425-428，2009,2009年861卷425-428页,
省山区创业奖,2018,河北核桃ISSR分子标记的遗传多样性研究,雷玲,,雷玲,河北农业大学硕士学位论文,2010年,
省山区创业奖,2018,中国麻核桃,张志华,,郗荣庭；张志华；王红霞；赵跃欣；赵书岗；雷玲,中国农业出版社,2014年,
省山区创业奖,2018,河北省贫困山区农民收入与河北省平均收入差距研究,刘鑫,王俊芹,张瑞涛；孟奇,现代农村科技,2016年4期,
省山区创业奖,2018,贫困山区农民增收不平等因素分析,张瑞涛,王俊芹,刘鑫；黄亦鹏,合作经济与科技,2015年9期,
省山区创业奖,2018,Research of Protected Cultivation Techniques of Toona sinensis on Mountain Slopes山区坡地红油椿保护地栽培技术研究,尹庆珍,尹庆珍,尹庆珍；谷成铜；张立永；谷明月,Asian Agricultural Research亚洲农业研究,2018年10卷3期78-82页,
省山区创业奖,2018,Design and Construction of Rainwater Harvesting System of Toona sinensis in Mountainous Slope 山区坡地香椿集雨节灌系统的设计与建造,尹庆珍,尹庆珍,尹庆珍；谷成铜；张立永；谷明月,Agricultural Science &amp; Technology 农业科学与技术,"2017年18卷11期2163-2167,2178页",
省山区创业奖,2018,山区坡地设施香椿节水灌溉技术研究,张立永,尹庆珍,张立永；谷成铜；尹庆珍；谷明月,河北农业科学,2018年22卷1期22-25页,
省山区创业奖,2018,红油椿苗木繁育技术研究与示范,尹庆珍,张立永,尹庆珍；谷成铜；张立永；王国华；郄丽娟；赵付江,河北农业科学,"2015年19卷6期52-55,100页",
省山区创业奖,2018,红油椿山区坡地温室栽培的几项重要技术,尹庆珍,,尹庆珍；谷成铜；张立永；谷明月,蔬菜,2018年5期42-45页,
省山区创业奖,2018,红油椿速冻加工工艺,张立永,尹庆珍,张立永；谷成铜；尹庆珍*；王增梅,河北农业科学,2017年21卷6期94-98页,
省山区创业奖,2018,Analysis of Electricity Cost of Agricultural Irrigation and Drainage in Experiment Station. 试验站农业排灌电费成本分析研究,张天策,尹庆珍,张天策；尹庆珍,Agricultural Science &amp; Technology 农业科学与技术,2017年18卷12期2617-2621页,
省山区创业奖,2018,河北省山杏资源利用现状与发展对策,杨庆仙,,杨庆仙,北方园艺（ISSN：1001-0009）,2007年12期66-68页,
省山区创业奖,2018,我国山杏种质资源研究现状,杨庆仙,,杨庆仙,北方园艺（ISSN：1001-0009）,2008年2期44-47页,
省山区创业奖,2018,乡土树种山杏优良资源选育的探讨,顾新庆,,顾新庆；王印肖；支恩波；张全锋；李联地；闻世勇,河北林业科技（ISSN：1002-3356）,2006年43-45+53页,
省山区创业奖,2018,试论冀北仁用杏产业发展之路,韩树文,,韩树文；刁金喜；王春扶；郑文博；胡宝军,河北林业科技（ISSN：1002-3356）,2005年74-75+78页,
省山区创业奖,2018,仁用杏&ldquo;围选1号&rdquo;丰产栽培技术,刘建婷,,刘建婷,河北林业科技（ISSN：1002-3356）,2017年68-70页,
省山区创业奖,2018,冀北衰老山杏林平茬更新配套系列技术,赵君祥,,赵君祥；韩树文,河北林业科技（ISSN：1002-3356）,2010年3期74页,
省山区创业奖,2018,冀北山区仁用杏产业现状及发展建议,王宝军,,王宝军；李子海；韩树文；付文平,河北果树（ISSN：1006-9402）,2006年1期16-17页,
省山区创业奖,2018,冀北退耕地山杏改接杏扁技术,刘利勇,,刘利勇；史凤华；韩树文,现代农村科技（ISSN：1674-5329）,2009年8期27页,
省山区创业奖,2018,辣椒无土基质栽培配方筛选试验,梁玉芹,宋炳彦,梁玉芹；刘云；宋炳彦；乔遂胜,蔬菜 ISSN:1001-8336,2016年1期11-13页,
省山区创业奖,2018,无土基质材料对作物生长及病害防治的研究进展,梁玉芹,宋炳彦,梁玉芹；杨阳；刘云；董畔；宋炳彦,华北农学报  ISSN:1000-7091,2016年31卷421-425页,
省山区创业奖,2018,水肥耦合对基质栽培辣椒产量及品质的影响,梁玉芹,宋炳彦,梁玉芹；董畔；刘云；杨阳；宋炳彦,河北农业大学学报ISSN：1000-1573,2018年41卷1期49-52页,
省山区创业奖,2018,肥料减施对设施番茄产量和品质的影响,梁玉芹,刘云,梁玉芹；董畔；宋炳彦；杨阳；刘云,河北农业大学学报ISSN：1000-1573,2017年40卷1期21-24页,
省山区创业奖,2018,亏缺灌溉对日光温室番茄叶绿素荧光参数及产量的影响,梁玉芹,宋炳彦,梁玉芹；严慧玲；刘云；宋秀兰；宋炳彦,河北农业科学ISSN：1008-1631,2011年15卷12期16-18页,
省山区创业奖,2018,水分胁迫对甜椒结果期生理生化指标的影响,刘云,宋炳彦,刘云；梁玉芹；刘子会；宋炳彦,热带农业科学ISSN：1009-2196,2012年32卷5期18-21页,
省山区创业奖,2018,河北省蔬菜产业发展研究,,孙世刚,孙世刚；宋炳彦；梁玉芹；刘云,河北科学技术出版社,2016年,
省山区创业奖,2018,生防解淀粉芽孢杆菌的研究,刘昆昂,黄亚丽,刘昆昂；郝楠；李海立；黄亚丽；贾振华,微生物学杂志,2017年37卷5期98-102页,
省山区创业奖,2018,冬枣黑斑病菌拮抗菌株的筛选鉴定及其对该病的防治作用,宋聪,黄亚丽,宋聪；黄亚丽；谢晨星；贾振华；徐文,河南农业科学,2016年45卷7期71-75页,
省山区创业奖,2018,侧孢短芽孢杆菌A60的筛选及其对辣椒疫霉的室内防效测定,郝楠,邱德文,郝楠；仝赞华；邱德文,生物技术通报,2017年33卷9期160-165页,
省山区创业奖,2018,草莓重茬病菌的分离及其生物防治,黄亚丽,,黄亚丽；甄文超；张丽萍；张根伟；田连生；程辉彩；史延茂；李书生,生物技术,2005年15卷6期74-76页,
省山区创业奖,2018,绿色木霉菌剂对花生重茬病害的防治效果研究,黄亚丽,李书生,黄亚丽；张丽萍；李书生；张根伟；程辉彩；田连生,现代农药,2006年5卷6期35-39页,
省山区创业奖,2018,柴胡玉米套种高效种植,贺献林,,贺献林；李春杰；贾和田；王丽叶,农村新技术  ISSN1002-3542,2016年,
省山区创业奖,2018,柴胡玉米间作套种高效种植技术,贺献林,,贺献林；李春杰；贾和田；王丽叶,现代农村科技 ISSN 1674-5329,2014年,
省山区创业奖,2018,连翘规范化栽培技术,赵丽霞,,赵丽霞；温春秀；刘铭,现代农村科技  ISSN 1674-5329,2011年,
省山区创业奖,2018,河北太行山区青翘产地初加工方法研究,刘铭,,刘铭；贾东升；谢晓亮；刘灵娣；温春秀；边建波；田伟,时珍国医国药ISSN 1008-0805,2016年,
省山区创业奖,2018,涉县连翘生产标准操作规程（SOP）,田敏利,崔旭盛,田敏利；崔旭盛；田清存；马振嗣,现代中药研究与实践  ISSN 1673-6427,2015,
省山区创业奖,2018,山地柴胡仿野生栽培技术,贺献林,,贺献林；王丽叶；贾何田,现代农村科技  ISSN1674-5329,2012年,
省山区创业奖,2018,太行山区涉县柴胡害虫的类群构成及其防治,贺献林,,贺献林；贾和田；陈玉明；王丽叶；宋彦斌,河北农业科学ISSN1008-1631,2015年,
省山区创业奖,2018,华北夏谷区2001&mdash;2015年谷子育种变化,张婷,刁现民；程汝宏,张婷；师志刚；王根平；高翔；夏雪岩；杨伟红；张喜瑞；田晓建；程汝宏；刁现民,中国农业科学,2017年50卷23期,
省山区创业奖,2018,兼抗阿特拉津与拿捕净谷子新品种冀谷34的选育研究,张婷,程汝宏,张婷；王根平；师志刚；程汝宏,中国农业信息,2017年11期,
省山区创业奖,2018,谷子新品种冀谷34的丰产性和稳产性分析,张婷,师志刚,张婷；王根平；程汝宏；杨伟红；张喜瑞；师志刚,安徽农业科学,2017年45卷32期,
省山区创业奖,2018,冀谷34配套栽培技术研究,张婷,程汝宏,张婷；王根平；师志刚；高翔；程汝宏；杨伟红；张喜瑞,中国农业信息,2017年20期,
省山区创业奖,2018,干旱胁迫对冀谷34幼苗生理特性的影响,刘敏轩,王根平；杨振立,刘敏轩；张婷；师志刚；张喜瑞；杨伟红；李琳；高翔；董立；程汝宏；杨振立；王根平,河北农业科学,2018年,
省山区创业奖,2018,冀谷34中自噬相关基因SiATG5的克隆及响应干旱胁迫机理研究,王根平,程汝宏,王根平；张婷；师志刚；张喜瑞；杨伟红；李琳；高翔；董立；程汝宏,河北农业科学,2018年,
省山区创业奖,2018,Evaluation of the Genetic Diversity of Bupleurum Using Amplified Fragment Length Polymorphism Analysis,客绍英,史玲玲,客绍英；史玲玲；马艳芝,Genetics and Molecular Research,2015年14卷1期2590-2599页,
省山区创业奖,2018,不同柴胡种质资源的ISSR和ITS序列分析,马艳芝,,马艳芝；客绍英,西北农林科技大学学报（自然科学版）,2015年43卷1期193-200页,
省山区创业奖,2018,11种柴胡种质综合品质评价,王晓英,,王晓英；马艳芝；客绍英；姜峰,中药材,2015年38卷4期715-719页,
省山区创业奖,2018,柴胡幼苗越冬抗寒性及其相关生理指标筛选,马艳芝,,马艳芝；客绍英,西北植物学报,2014年34卷4期786-791页,
省山区创业奖,2018,唐山地区柴胡根腐病病原菌分离鉴定及生物学特性研究,姜峰,,姜峰；马艳芝；客绍英；李小芳,河北农业科学,2017年21卷3期45-50页,
省山区创业奖,2018,硫酸锰浸种对黑柴胡种子萌发及抗氧化酶活性的影响,张胜珍,,张胜珍；王晓英；客绍英,河南农业科学,2015年44卷2期111-114页,
省山区创业奖,2018,不同播期对柴胡有效成分含量、产量的影响及评价,马艳芝,,马艳芝,中药材,2014年37卷12期2175-2177页,
省山区创业奖,2018,不同采收期引种柴胡质量的灰色模式识别研究,段英姿,,段英姿；客绍英,时珍国医国药,2015年26卷2期456-458页,
省山区创业奖,2018,Autotoxicity and soil sickness of strawberry (Fragaria&times;ananassa),曹克强,曹克强,曹克强；王树桐,Allelopathy journal,2007年20卷1期103-113页,
省山区创业奖,2018,Coordinated effects of root autotoxic substances and Fusarium oxysporum Schl. f. sp. fragariae on the growth and replant disease of strawberry,赵绪生,甄文超,赵绪生；甄文超；齐永志；刘雪静；尹宝重,Frontiers of Agriculture in China,2009年3卷1期34-39页,
省山区创业奖,2018,Effects of vesicular-arbuscular mycorrhiza on the protective system in strawberry leaves under drought stress,尹宝重,甄文超,尹宝重；王亚南；刘盼；扈金丽；甄文超,Frontiers of Agriculture in China,2010年4卷2期165-169页,
省山区创业奖,2018,A bio-product as alternative to methyl bromide for replant disease control on strawberry,张瑜,曹克强,张瑜；胡同乐；纪丽景；曹克强,Frontiers of Agriculture in China,2008年2卷1期72-76页,
省山区创业奖,2018,利用药用植物源土壤添加物控制草莓再植病害的研究,甄文超,曹克强,甄文超；曹克强；代丽；胡同乐,中国农业科学,2005年38卷4期730-735页,
省山区创业奖,2018,连作草莓根系分泌物自毒作用的模拟研究,甄文超,曹克强,甄文超；曹克强；代丽；张学英,植物生态学报,2004年28卷6期828-832页,
省山区创业奖,2018,对羟基苯甲酸胁迫下尖孢镰刀菌侵染草莓根系的组织结构观察,齐永志,甄文超,齐永志；苏媛；王宁；甄文超,园艺学报,2015年42卷10期1909-1918页,
省山区创业奖,2018,对羟基苯甲酸对不同草莓品种光合作用及叶绿素荧光特性的影响,齐永志,甄文超,齐永志；甄文超,园艺学报,2016年43卷6期1157-1166页,
省山区创业奖,2018,Effects of exogenous melatonin and photoperiod on sexual maturation in pullets,陈辉,黄仁录,陈辉；邸科前；郝二英；叶密；查翘楚；李丽华；白康；黄仁录,Journal of Animal physiology and Animal Nutrition,2016年100卷1期46-52页,
省山区创业奖,2018,天然中草药复合制剂改善鸡蛋品质的研究,许利军,穆晓旭,许利军；赵晓钰；穆晓旭；王志忠；代占辉；刘泽；田亚崴；李飞龙,中国家禽,2015年,
省山区创业奖,2018,饲料配方问题的可信性优化,许利军,穆晓旭,许利军；白雪洁；穆晓旭；刘泽；周宏,黑龙江畜牧兽医,2016年,
省山区创业奖,2018,不同浓度的枯草芽孢杆菌对鸡蛋品质和熟鸡蛋质构的影响,叶密,黄仁录,叶密；王丙杨；查翘楚；陈辉；黄仁录；张建设；何晓中；李丽华,中国饲料,2017年,
省山区创业奖,2018,LED灯对蛋鸡生产性能的影响及节能效果分析,李福伟,黄保华,李福伟；刘玮；高金波；雷秋霞；韩海霞；周艳；曹顶国；杨景晁；王长青；黄保华,山东农业科学,2017年,
省山区创业奖,2018,抗A亚群禽白血病受体基因在三个鸡群中分布的研究,魏彦辉,周荣艳,魏彦辉；周荣艳；李祥龙；锡建中；李兰会；陈辉；张振红,黑龙江畜牧兽医,2017年,
省山区创业奖,2018,抗B亚群禽白血病受体基因变异在三个鸡群体中的分布,魏彦辉,周荣艳,魏彦辉；周荣艳；李祥龙；李兰会；锡建中；张振红,黑龙江畜牧兽医,2017年,
省山区创业奖,2018,除臭剂对畜禽粪便的应用试验,赵宇,黄仁录,赵宇；鲍慧玲；陈辉；岳巧娴；黄晨轩；黄仁录,黑龙江畜牧兽医,2017年,
省山区创业奖,2017,莜麦秸栽培双孢菇适宜品种及最适菌种培养基筛选,李守勉,李守勉,李守勉；李明；田景花；王胜男；冯自洋,江苏农业科学ISSN: 1002-1302,2015年43卷7期252-254页,
省山区创业奖,2017,榆黄蘑杂交子代优良菌株的筛选,李守勉,李守勉,李守勉；李明；田景花,江苏农业科学ISSN: 1002-1302,2014年42卷7期251-254页,
省山区创业奖,2017,杏鲍菇高产高效栽培料配方研究,田景花,田景花,田景花；胡宝华；李明；李守勉,北方园艺ISSN：1001-0009,2013年6期155-158页,
省山区创业奖,2017,温度和湿度对杏鲍菇子实体原基分化的影响,田景花,田景花,田景花；赵润鹏；李明；李守勉,湖北农业科学ISSN: 0439-8114,2013年52卷20期5975-4977页,
省山区创业奖,2017,我 国 杏 鲍 菇 生 产 研 究 进 展,田景花,田景花,田景花 ；李 　 明；李 守 勉,北方园艺ISSN：1001-0009,2013年4期179-181页,
省山区创业奖,2017,八个杏鲍菇菌株胞外酶活性及蛋白质含量的研究比较,李守勉,李守勉,李守勉；李明；田景花；王俊玲；冯改静,食用菌ISSN：1000-8357,2007年6期11-12页,
省山区创业奖,2017,不同培养时间对杏鲍菇酯酶同工酶酶谱的影响,李守勉,李守勉,李守勉；李明；田景花,北方园艺ISSN：1001-0009,2014年14期98-100页,
省山区创业奖,2017,夏季地栽香菇无公害栽培技术,贺春玲,贺春玲,贺春玲,河北农业ISSN：1007-4783,2014年1期16-18页,
